% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-5.235000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +6.365678814e+01 +6.365678814e+01 +1.130678814e+01 +1.130678814e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 0 +6.364922771e+01 +6.364922771e+01 +1.129922771e+01 +1.129922771e+01 +0.0000e+00 +0.0000e+00 +2.5000e-04 +0.0000e+00 +0.0000e+00
34 0 +6.300790981e+01 +6.300790981e+01 +1.065790981e+01 +1.065790981e+01 -8.3072e-03 -5.0455e-03 +1.0157e-02 -4.0246e-03 -1.4364e-03
44 0 +6.164423074e+01 +6.164423074e+01 +9.294230743e+00 +9.294230743e+00 -2.7685e-02 -1.6071e-02 +3.2344e-02 -1.0314e-02 -4.3073e-03
48 0 +5.961997790e+01 +5.961997790e+01 +7.269977897e+00 +7.269977897e+00 -5.5929e-02 -3.1445e-02 +6.4867e-02 -2.3096e-02 -8.7453e-03
51 0 +5.770120526e+01 +5.770120526e+01 +5.351205259e+00 +5.351205259e+00 -8.4755e-02 -4.8808e-02 +9.7201e-02 -3.1097e-02 -1.3028e-02
53 0 +5.739707638e+01 +5.739707638e+01 +5.047076376e+00 +5.047076376e+00 -8.9153e-02 -5.0214e-02 +1.0236e-01 -3.3806e-02 -1.3738e-02
54 0 +5.557100314e+01 +5.557100314e+01 +3.221003141e+00 +3.221003141e+00 -1.1656e-01 -6.5315e-02 +1.3358e-01 -4.4063e-02 -1.8204e-02
56 0 +5.285015009e+01 +5.285015009e+01 +5.001500948e-01 +5.001500948e-01 -1.5799e-01 -8.8410e-02 +1.8066e-01 -6.2090e-02 -2.3807e-02
58 0 +5.167136772e+01 +5.167136772e+01 -6.786322816e-01 -6.786322816e-01 -1.7721e-01 -1.0024e-01 +2.0262e-01 -6.6055e-02 -2.7071e-02
59 0 +4.797715050e+01 +4.797715050e+01 -4.372849505e+00 -4.372849505e+00 -2.3785e-01 -1.3464e-01 +2.7150e-01 -8.7534e-02 -3.6235e-02
61 0 +4.627290862e+01 +4.627290862e+01 -6.077091377e+00 -6.077091377e+00 -2.6570e-01 -1.4870e-01 +3.0364e-01 -1.0166e-01 -4.1063e-02
62 0 +4.117440781e+01 +4.117440781e+01 -1.117559219e+01 -1.117559219e+01 -3.5617e-01 -1.9865e-01 +4.0687e-01 -1.3695e-01 -5.5081e-02
64 0 +4.022159995e+01 +4.022159995e+01 -1.212840005e+01 -1.212840005e+01 -3.7495e-01 -2.1001e-01 +4.2718e-01 -1.4213e-01 -5.7028e-02
65 0 +3.444531928e+01 +3.444531928e+01 -1.790468072e+01 -1.790468072e+01 -4.8984e-01 -2.7392e-01 +5.5733e-01 -1.8529e-01 -7.4088e-02
67 0 +2.678715088e+01 +2.678715088e+01 -2.556284912e+01 -2.556284912e+01 -6.6331e-01 -3.7276e-01 +7.5575e-01 -2.4664e-01 -1.0246e-01
69 0 +2.366202712e+01 +2.366202712e+01 -2.868797288e+01 -2.868797288e+01 -7.4265e-01 -4.1489e-01 +8.4619e-01 -2.8255e-01 -1.1400e-01
70 0 +1.546352208e+01 +1.546352208e+01 -3.688647792e+01 -3.688647792e+01 -9.9505e-01 -5.5501e-01 +1.1335e+00 -3.8006e-01 -1.5288e-01
72 0 +1.243408921e+01 +1.243408921e+01 -3.991591079e+01 -3.991591079e+01 -1.1148e+00 -6.2394e-01 +1.2684e+00 -4.1842e-01 -1.7022e-01
73 0 +5.643558820e+00 +5.643558820e+00 -4.670644118e+01 -4.670644118e+01 -1.4941e+00 -8.3658e-01 +1.6992e+00 -5.5916e-01 -2.2778e-01
75 0 +4.790324033e+00 +4.790324033e+00 -4.755967597e+01 -4.755967597e+01 -1.5686e+00 -8.7698e-01 +1.7851e+00 -5.9007e-01 -2.4120e-01
76 0 +2.941692027e+00 +2.941692027e+00 -4.940830797e+01 -4.940830797e+01 -2.0468e+00 -1.1440e+00 +2.3288e+00 -7.6985e-01 -3.1514e-01
190 0 +2.882304479e+00 +2.882304479e+00 -4.946769552e+01 -4.946769552e+01 -1.9708e+00 -1.0905e+00 +2.2529e+00 -7.7413e-01 -2.9803e-01
197 0 +2.817766817e+00 +2.817766817e+00 -4.953223318e+01 -4.953223318e+01 -1.9530e+00 -1.0620e+00 +2.2498e+00 -8.2264e-01 -2.8616e-01
202 0 +2.717587952e+00 +2.717587952e+00 -4.963241205e+01 -4.963241205e+01 -1.9530e+00 -1.0326e+00 +2.2770e+00 -9.1038e-01 -2.7161e-01
205 0 +2.629323669e+00 +2.629323669e+00 -4.972067633e+01 -4.972067633e+01 -1.8885e+00 -9.6687e-01 +2.2321e+00 -9.7475e-01 -2.4776e-01
208 0 +2.525001686e+00 +2.525001686e+00 -4.982499831e+01 -4.982499831e+01 -1.8880e+00 -9.3436e-01 +2.2615e+00 -1.0711e+00 -2.3146e-01
210 0 +2.406266626e+00 +2.406266626e+00 -4.994373337e+01 -4.994373337e+01 -1.8794e+00 -8.8676e-01 +2.2907e+00 -1.1944e+00 -2.0917e-01
212 0 +2.360208933e+00 +2.360208933e+00 -4.998979107e+01 -4.998979107e+01 -1.8230e+00 -8.3553e-01 +2.2462e+00 -1.2329e+00 -1.9136e-01
213 0 +2.225564482e+00 +2.225564482e+00 -5.012443552e+01 -5.012443552e+01 -1.7580e+00 -7.3701e-01 +2.2308e+00 -1.3941e+00 -1.5124e-01
215 0 +2.149114055e+00 +2.149114055e+00 -5.020088595e+01 -5.020088595e+01 -1.7775e+00 -7.1902e-01 +2.2788e+00 -1.4873e+00 -1.3941e-01
216 0 +1.990080556e+00 +1.990080556e+00 -5.035991944e+01 -5.035991944e+01 -1.7221e+00 -5.9509e-01 +2.3022e+00 -1.7436e+00 -8.5226e-02
219 0 +1.863555686e+00 +1.863555686e+00 -5.048644431e+01 -5.048644431e+01 -1.5967e+00 -3.8852e-01 +2.2872e+00 -2.1030e+00 +3.3202e-04
221 0 +1.858130221e+00 +1.858130221e+00 -5.049186978e+01 -5.049186978e+01 -1.5528e+00 -3.0726e-01 +2.2907e+00 -2.2562e+00 +3.4636e-02
337 0 +1.814257262e+00 +1.814257262e+00 -5.053574274e+01 -5.053574274e+01 -1.5979e+00 -4.2949e-01 +2.3172e+00 -2.0418e+00 -4.3407e-02
345 0 +1.765167010e+00 +1.765167010e+00 -5.058483299e+01 -5.058483299e+01 -1.5660e+00 -4.6320e-01 +2.3212e+00 -1.9541e+00 -9.5512e-02
348 0 +1.734902230e+00 +1.734902230e+00 -5.061509777e+01 -5.061509777e+01 -1.5438e+00 -4.6574e-01 +2.3257e+00 -1.9399e+00 -1.1499e-01
352 0 +1.678949550e+00 +1.678949550e+00 -5.067105045e+01 -5.067105045e+01 -1.5143e+00 -5.2734e-01 +2.3505e+00 -1.8117e+00 -1.9589e-01
356 0 +1.617412489e+00 +1.617412489e+00 -5.073258751e+01 -5.073258751e+01 -1.4333e+00 -4.7726e-01 +2.3368e+00 -1.8609e+00 -2.0760e-01
359 0 +1.575110432e+00 +1.575110432e+00 -5.077488957e+01 -5.077488957e+01 -1.3625e+00 -6.3596e-01 +2.3661e+00 -1.5031e+00 -3.9981e-01
361 0 +1.484025674e+00 +1.484025674e+00 -5.086597433e+01 -5.086597433e+01 -1.3542e+00 -5.8324e-01 +2.4036e+00 -1.6456e+00 -3.7549e-01
363 0 +1.451274707e+00 +1.451274707e+00 -5.089872529e+01 -5.089872529e+01 -1.2834e+00 -5.8840e-01 +2.3985e+00 -1.5889e+00 -4.2860e-01
364 0 +1.371381778e+00 +1.371381778e+00 -5.097861822e+01 -5.097861822e+01 -1.1680e+00 -6.1892e-01 +2.4224e+00 -1.4775e+00 -5.4496e-01
366 0 +1.329557647e+00 +1.329557647e+00 -5.102044235e+01 -5.102044235e+01 -1.1472e+00 -7.2611e-01 +2.4652e+00 -1.2717e+00 -6.6366e-01
367 0 +1.306606470e+00 +1.306606470e+00 -5.104339353e+01 -5.104339353e+01 -1.0042e+00 -8.5054e-01 +2.5294e+00 -9.7720e-01 -8.9169e-01
368 0 +1.201371069e+00 +1.201371069e+00 -5.114862893e+01 -5.114862893e+01 -1.0747e+00 -6.5324e-01 +2.5011e+00 -1.4191e+00 -6.6821e-01
369 0 +1.051729204e+00 +1.051729204e+00 -5.129827080e+01 -5.129827080e+01 -9.3077e-01 -6.6188e-01 +2.5685e+00 -1.3771e+00 -8.0242e-01
381 0 +9.820039920e-01 +9.820039920e-01 -5.136799601e+01 -5.136799601e+01 -7.5561e-01 -6.2107e-01 +2.6033e+00 -1.3948e+00 -9.0646e-01
382 0 +9.000112230e-01 +9.000112230e-01 -5.144998878e+01 -5.144998878e+01 -6.1822e-01 -5.8163e-01 +2.6598e+00 -1.4507e+00 -9.9239e-01
384 0 +8.742491389e-01 +8.742491389e-01 -5.147575086e+01 -5.147575086e+01 -7.2815e-01 -6.1781e-01 +2.6651e+00 -1.4408e+00 -9.4554e-01
385 0 +8.152703992e-01 +8.152703992e-01 -5.153472960e+01 -5.153472960e+01 -6.3787e-01 -6.3245e-01 +2.7405e+00 -1.4238e+00 -1.0492e+00
387 0 +7.616419564e-01 +7.616419564e-01 -5.158835804e+01 -5.158835804e+01 -5.6474e-01 -5.4647e-01 +2.7579e+00 -1.5827e+00 -1.0367e+00
391 0 +7.238423237e-01 +7.238423237e-01 -5.162615768e+01 -5.162615768e+01 -4.9173e-01 -4.8867e-01 +2.8722e+00 -1.7667e+00 -1.0822e+00
402 0 +7.031443595e-01 +7.031443595e-01 -5.164685564e+01 -5.164685564e+01 -5.6076e-01 -5.3994e-01 +2.8519e+00 -1.6778e+00 -1.0679e+00
419 0 +6.895293520e-01 +6.895293520e-01 -5.166047065e+01 -5.166047065e+01 -6.2118e-01 -5.8759e-01 +2.9235e+00 -1.6732e+00 -1.0896e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-1.795400000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +4.659982524e+01 +4.659982524e+01 -1.329401748e+02 -1.329401748e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +4.659914744e+01 +4.659914744e+01 -1.329408526e+02 -1.329408526e+02 +2.5000e-04 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
41 0 +4.562610416e+01 +4.562610416e+01 -1.339138958e+02 -1.339138958e+02 -9.4437e-03 +8.9654e-03 -1.9694e-02 +1.9853e-02 +1.8660e-02
47 0 +4.417864610e+01 +4.417864610e+01 -1.353613539e+02 -1.353613539e+02 -2.3443e-02 +2.4321e-02 -4.9694e-02 +4.8907e-02 +4.6612e-02
50 0 +4.303400766e+01 +4.303400766e+01 -1.365059923e+02 -1.365059923e+02 -3.5728e-02 +3.2945e-02 -7.2957e-02 +7.4025e-02 +7.0742e-02
52 0 +4.260278319e+01 +4.260278319e+01 -1.369372168e+02 -1.369372168e+02 -3.9580e-02 +3.9298e-02 -8.2702e-02 +8.1965e-02 +7.9212e-02
53 0 +4.129714042e+01 +4.129714042e+01 -1.382428596e+02 -1.382428596e+02 -5.2878e-02 +5.3058e-02 -1.1095e-01 +1.0962e-01 +1.0627e-01
56 0 +3.945340418e+01 +3.945340418e+01 -1.400865958e+02 -1.400865958e+02 -7.3898e-02 +7.1361e-02 -1.5032e-01 +1.5125e-01 +1.4498e-01
58 0 +3.713736098e+01 +3.713736098e+01 -1.424026390e+02 -1.424026390e+02 -1.0057e-01 +9.4225e-02 -2.0325e-01 +2.0496e-01 +1.9768e-01
60 0 +3.606815693e+01 +3.606815693e+01 -1.434718431e+02 -1.434718431e+02 -1.1177e-01 +1.0929e-01 -2.2935e-01 +2.2883e-01 +2.2079e-01
61 0 +3.290551983e+01 +3.290551983e+01 -1.466344802e+02 -1.466344802e+02 -1.4979e-01 +1.4746e-01 -3.0754e-01 +3.0624e-01 +2.9581e-01
63 0 +3.152825482e+01 +3.152825482e+01 -1.480117452e+02 -1.480117452e+02 -1.6858e-01 +1.6060e-01 -3.4155e-01 +3.4399e-01 +3.3107e-01
64 0 +2.732868771e+01 +2.732868771e+01 -1.522113123e+02 -1.522113123e+02 -2.2643e-01 +2.1437e-01 -4.5685e-01 +4.6118e-01 +4.4346e-01
66 0 +2.653411280e+01 +2.653411280e+01 -1.530058872e+02 -1.530058872e+02 -2.3760e-01 +2.2723e-01 -4.8103e-01 +4.8324e-01 +4.6659e-01
67 0 +2.194330019e+01 +2.194330019e+01 -1.575966998e+02 -1.575966998e+02 -3.1058e-01 +2.9676e-01 -6.2726e-01 +6.3026e-01 +6.0887e-01
68 0 +2.171386472e+01 +2.171386472e+01 -1.578261353e+02 -1.578261353e+02 -3.1268e-01 +3.0219e-01 -6.3596e-01 +6.3760e-01 +6.1542e-01
69 0 +1.614858841e+01 +1.614858841e+01 -1.633914116e+02 -1.633914116e+02 -4.1874e-01 +4.0617e-01 -8.5232e-01 +8.5392e-01 +8.2429e-01
71 0 +1.399050450e+01 +1.399050450e+01 -1.655494955e+02 -1.655494955e+02 -4.7110e-01 +4.4837e-01 -9.5132e-01 +9.5795e-01 +9.2387e-01
72 0 +8.775794822e+00 +8.775794822e+00 -1.707642052e+02 -1.707642052e+02 -6.3176e-01 +5.9883e-01 -1.2732e+00 +1.2838e+00 +1.2379e+00
74 0 +7.118552317e+00 +7.118552317e+00 -1.724214477e+02 -1.724214477e+02 -7.0580e-01 +6.7786e-01 -1.4280e+00 +1.4339e+00 +1.3846e+00
75 0 +4.392714501e+00 +4.392714501e+00 -1.751472855e+02 -1.751472855e+02 -9.4548e-01 +9.0960e-01 -1.9136e+00 +1.9202e+00 +1.8552e+00
77 0 +4.157525885e+00 +4.157525885e+00 -1.753824741e+02 -1.753824741e+02 -9.9337e-01 +9.5174e-01 -2.0079e+00 +2.0190e+00 +1.9486e+00
