% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (1.026100000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +3.131124616e+02 +3.131124616e+02 +4.157224616e+02 +4.157224616e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 0 +3.130658542e+02 +3.130658542e+02 +4.156758542e+02 +4.156758542e+02 +0.0000e+00 +0.0000e+00 +2.5000e-04 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
130 0 +3.085822692e+02 +3.085822692e+02 +4.111922692e+02 +4.111922692e+02 +1.1704e-04 -6.2921e-05 +1.1375e-04 +2.1864e-05 +8.4901e-05 +1.1052e-03 -4.3245e-04 -1.2360e-03 -2.1423e-04 -6.8552e-04 -3.9688e-03 +4.2471e-04 +2.0289e-03 +9.3365e-04 +6.9157e-04 -1.4173e-03 +3.6500e-04 -1.0069e-04 +1.2404e-03 -3.6898e-04
187 0 +3.011623760e+02 +3.011623760e+02 +4.037723760e+02 +4.037723760e+02 -3.9351e-04 -2.4895e-04 -1.8176e-04 +2.7903e-04 +9.3225e-04 +2.9567e-03 -1.1499e-03 -4.1090e-03 -8.0776e-04 -1.9769e-03 -1.1442e-02 +1.7583e-03 +6.1785e-03 +3.4413e-03 +2.4198e-03 -4.9106e-03 +1.2002e-03 -1.6975e-04 +4.0852e-03 -2.2639e-03
225 0 +2.935128176e+02 +2.935128176e+02 +3.961228176e+02 +3.961228176e+02 -1.2378e-03 -5.1365e-04 -5.5906e-04 +8.0785e-04 +2.3224e-03 +5.6337e-03 -2.2266e-03 -7.7808e-03 -1.5716e-03 -4.3515e-03 -2.2394e-02 +3.5870e-03 +1.2463e-02 +7.0879e-03 +4.0727e-03 -1.0385e-02 +2.4242e-03 +2.6845e-04 +8.1275e-03 -4.3679e-03
326 0 +2.881641994e+02 +2.881641994e+02 +3.907741994e+02 +3.907741994e+02 -2.6814e-03 -1.5136e-03 -1.9573e-03 +1.2154e-03 +3.8043e-03 +1.0253e-02 -4.5703e-03 -1.3031e-02 -3.1773e-03 -6.9376e-03 -3.7407e-02 +5.9253e-03 +2.1753e-02 +1.1679e-02 +7.2475e-03 -1.6996e-02 +3.3617e-03 -4.2459e-05 +1.4274e-02 -6.6493e-03
388 0 +2.806288460e+02 +2.806288460e+02 +3.832388460e+02 +3.832388460e+02 -3.2911e-03 -9.4572e-04 -2.1351e-03 +1.6137e-03 +3.0818e-03 +1.1388e-02 -6.5155e-03 -1.2535e-02 -5.4732e-03 -7.6855e-03 -3.5646e-02 +5.0738e-03 +2.1984e-02 +8.3414e-03 +9.3243e-03 -1.6173e-02 +2.9313e-03 -7.5247e-04 +1.4509e-02 -3.6052e-03
420 0 +2.732741832e+02 +2.732741832e+02 +3.758841832e+02 +3.758841832e+02 -4.8208e-03 -8.9300e-04 -3.3853e-03 +1.9709e-03 +3.0462e-03 +1.4703e-02 -9.9760e-03 -1.4593e-02 -9.2576e-03 -9.8734e-03 -4.0401e-02 +5.7687e-03 +2.6660e-02 +7.0947e-03 +1.3984e-02 -1.7859e-02 +3.0433e-03 -1.5920e-03 +1.7580e-02 -1.9076e-03
438 0 +2.685622626e+02 +2.685622626e+02 +3.711722626e+02 +3.711722626e+02 -5.3357e-03 +2.0289e-04 -3.4720e-03 +2.1755e-03 +1.1490e-03 +1.4834e-02 -1.2567e-02 -1.3999e-02 -1.1013e-02 -1.0094e-02 -3.5766e-02 +5.2607e-03 +2.6386e-02 +2.7204e-03 +1.5865e-02 -1.6719e-02 +2.7303e-03 -1.6467e-03 +1.6297e-02 +2.1755e-03
465 0 +2.627152537e+02 +2.627152537e+02 +3.653252537e+02 +3.653252537e+02 -6.5168e-03 +2.9032e-04 -5.9899e-03 +3.8497e-03 -1.4147e-04 +1.9898e-02 -1.9991e-02 -1.6714e-02 -1.7286e-02 -1.2992e-02 -3.9641e-02 +5.6188e-03 +3.2305e-02 -1.4103e-03 +2.2848e-02 -1.8114e-02 +2.4075e-03 -2.1820e-03 +1.9757e-02 +7.2894e-03
552 0 +2.567294371e+02 +2.567294371e+02 +3.593394371e+02 +3.593394371e+02 -7.0896e-03 -5.0609e-04 -5.7710e-03 +4.9774e-03 -2.1537e-03 +2.1812e-02 -2.2312e-02 -1.9589e-02 -2.0274e-02 -1.6111e-02 -3.7936e-02 +5.8010e-03 +3.2819e-02 -4.4123e-03 +2.5211e-02 -1.3232e-02 +2.9950e-03 +2.2658e-04 +1.9073e-02 +8.0398e-03
617 0 +2.510550323e+02 +2.510550323e+02 +3.536650323e+02 +3.536650323e+02 -6.3040e-03 -2.7201e-03 -5.8529e-03 +8.2133e-03 -6.1018e-03 +2.7514e-02 -2.8193e-02 -2.6994e-02 -2.6401e-02 -2.3294e-02 -3.8810e-02 +7.0115e-03 +3.5843e-02 -8.1378e-03 +2.9307e-02 -3.9784e-03 +3.2358e-03 +6.0933e-03 +1.9200e-02 +6.8777e-03
689 0 +2.450965895e+02 +2.450965895e+02 +3.477065895e+02 +3.477065895e+02 -1.0960e-02 -4.5902e-03 -6.9223e-04 +1.1131e-02 -1.0743e-02 +3.1763e-02 -3.3662e-02 -3.5096e-02 -3.3128e-02 -3.4136e-02 -4.0288e-02 +8.5563e-03 +3.9802e-02 -1.7888e-02 +3.7963e-02 +3.5789e-03 +8.1907e-03 +1.2101e-02 +1.8109e-02 +1.0234e-02
719 0 +2.398168812e+02 +2.398168812e+02 +3.424268812e+02 +3.424268812e+02 -1.5064e-02 -4.8082e-03 +7.2720e-03 +1.0920e-02 -1.1294e-02 +2.8770e-02 -3.0518e-02 -3.6705e-02 -3.0115e-02 -3.7661e-02 -3.8420e-02 +1.0154e-02 +3.5862e-02 -1.9071e-02 +3.8122e-02 +2.1292e-03 +1.3569e-02 +1.5319e-02 +1.5760e-02 +8.1009e-03
747 0 +2.327529264e+02 +2.327529264e+02 +3.353629264e+02 +3.353629264e+02 -1.9804e-02 -5.3967e-03 +1.4814e-02 +1.2969e-02 -1.0452e-02 +2.8301e-02 -3.1017e-02 -4.0110e-02 -2.8599e-02 -4.3029e-02 -4.4793e-02 +1.2909e-02 +3.6421e-02 -2.1323e-02 +4.0426e-02 -3.3790e-03 +1.8492e-02 +1.8039e-02 +1.4754e-02 +1.0244e-02
797 0 +2.287840444e+02 +2.287840444e+02 +3.313940444e+02 +3.313940444e+02 -2.4575e-02 -5.0518e-03 +2.0304e-02 +1.1073e-02 -8.4009e-03 +2.4979e-02 -2.7263e-02 -3.9345e-02 -2.3786e-02 -4.3000e-02 -5.1627e-02 +1.4696e-02 +3.7386e-02 -2.0769e-02 +4.1294e-02 -1.2885e-02 +2.2271e-02 +1.6017e-02 +1.4961e-02 +1.2817e-02
869 0 +2.235059333e+02 +2.235059333e+02 +3.261159333e+02 +3.261159333e+02 -1.8001e-02 -5.3210e-03 +1.7443e-02 +1.7168e-02 -7.9685e-03 +2.6139e-02 -3.2985e-02 -4.0482e-02 -2.1601e-02 -4.1345e-02 -4.9025e-02 +1.5494e-02 +3.5524e-02 -1.7394e-02 +3.3524e-02 -1.4141e-02 +1.7247e-02 +2.0503e-02 +1.2417e-02 +1.3526e-02
893 0 +2.175417296e+02 +2.175417296e+02 +3.201517296e+02 +3.201517296e+02 -1.9088e-02 -6.2642e-03 +2.2676e-02 +2.0922e-02 -9.2741e-03 +2.6187e-02 -3.7519e-02 -4.4762e-02 -1.9250e-02 -4.6195e-02 -5.4100e-02 +1.8946e-02 +3.8268e-02 -1.8651e-02 +3.2284e-02 -1.8390e-02 +1.8266e-02 +2.3657e-02 +9.1587e-03 +2.0624e-02
921 0 +2.137527985e+02 +2.137527985e+02 +3.163627985e+02 +3.163627985e+02 -1.9663e-02 -7.1996e-03 +3.1354e-02 +2.5947e-02 -1.0177e-02 +2.3820e-02 -3.8725e-02 -4.5808e-02 -1.4502e-02 -5.0655e-02 -4.9666e-02 +2.1430e-02 +3.1293e-02 -2.0869e-02 +2.6922e-02 -1.6038e-02 +1.9604e-02 +3.1656e-02 +7.7168e-04 +2.1057e-02
963 0 +2.081269462e+02 +2.081269462e+02 +3.107369462e+02 +3.107369462e+02 -1.6370e-02 -9.8337e-03 +3.1121e-02 +3.2265e-02 -1.1420e-02 +2.4773e-02 -4.7491e-02 -5.1364e-02 -9.5705e-03 -5.1001e-02 -5.3791e-02 +2.5079e-02 +3.4286e-02 -1.8751e-02 +2.1241e-02 -2.3123e-02 +1.6214e-02 +3.5010e-02 -1.1765e-03 +3.0672e-02
1114 0 +2.039767057e+02 +2.039767057e+02 +3.065867057e+02 +3.065867057e+02 -1.7942e-02 -1.5840e-02 +3.3380e-02 +3.8690e-02 -1.3943e-02 +2.3096e-02 -5.3599e-02 -5.4698e-02 -1.4059e-03 -4.9921e-02 -5.4354e-02 +2.7955e-02 +3.2080e-02 -2.3144e-02 +1.6156e-02 -2.2950e-02 +1.4403e-02 +3.9944e-02 -8.6975e-03 +4.4030e-02
1157 0 +1.994359208e+02 +1.994359208e+02 +3.020459208e+02 +3.020459208e+02 -2.1985e-02 -2.2021e-02 +2.9041e-02 +3.5365e-02 -1.3922e-02 +2.0554e-02 -4.9625e-02 -5.5622e-02 +5.7119e-03 -4.1889e-02 -5.8747e-02 +2.7889e-02 +3.2356e-02 -2.3330e-02 +1.6446e-02 -2.2653e-02 +1.4453e-02 +3.6651e-02 -7.0405e-03 +4.8329e-02
1195 0 +1.938485023e+02 +1.938485023e+02 +2.964585023e+02 +2.964585023e+02 -3.1135e-02 -3.3903e-02 +2.3805e-02 +3.1722e-02 -1.2445e-02 +2.0252e-02 -4.4918e-02 -5.9913e-02 +1.5751e-02 -3.5243e-02 -7.8606e-02 +2.9804e-02 +3.9464e-02 -2.1908e-02 +1.7639e-02 -2.1300e-02 +1.3826e-02 +3.1573e-02 -3.6453e-03 +5.5999e-02
1229 0 +1.903247150e+02 +1.903247150e+02 +2.929347150e+02 +2.929347150e+02 -3.9119e-02 -4.7177e-02 +2.1579e-02 +3.0505e-02 -1.3563e-02 +1.6438e-02 -4.0723e-02 -6.5679e-02 +2.9657e-02 -2.6839e-02 -8.9779e-02 +3.1912e-02 +3.9420e-02 -2.4974e-02 +1.6097e-02 -1.8474e-02 +1.5409e-02 +2.9927e-02 -5.0050e-03 +6.8311e-02
1364 0 +1.859792023e+02 +1.859792023e+02 +2.885892023e+02 +2.885892023e+02 -3.6182e-02 -5.0049e-02 +1.9202e-02 +3.4614e-02 -1.3096e-02 +1.4833e-02 -3.9493e-02 -6.8772e-02 +3.2125e-02 -2.3547e-02 -8.9351e-02 +3.0793e-02 +3.5388e-02 -2.1755e-02 +1.0315e-02 -1.5588e-02 +1.7950e-02 +3.1193e-02 -7.4305e-03 +6.9318e-02
1406 0 +1.811284492e+02 +1.811284492e+02 +2.837384492e+02 +2.837384492e+02 -3.7695e-02 -5.7739e-02 +1.4341e-02 +3.5801e-02 -1.2715e-02 +9.3886e-03 -3.2892e-02 -7.0011e-02 +4.0202e-02 -1.4369e-02 -9.1872e-02 +2.7102e-02 +3.1944e-02 -2.1843e-02 +5.0166e-03 -1.1391e-02 +2.0603e-02 +2.7598e-02 -1.0128e-02 +7.9529e-02
1429 0 +1.767565291e+02 +1.767565291e+02 +2.793665291e+02 +2.793665291e+02 -3.9719e-02 -6.5749e-02 +1.0795e-02 +3.8977e-02 -9.8058e-03 +3.0650e-03 -2.5364e-02 -7.2597e-02 +4.9929e-02 -4.7592e-03 -9.9392e-02 +2.3339e-02 +2.7886e-02 -1.8912e-02 -2.2076e-03 -1.3709e-02 +2.6500e-02 +2.3378e-02 -1.2088e-02 +9.1725e-02
