% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (1.000000000000e+03) | measured fitness | best measured fitness | x1 | x2...
1 0 +1.371554303e+02 +1.371554303e+02 +1.137155430e+03 +1.137155430e+03 -3.8905e+00 +3.8046e+00 -6.2916e-01
2 0 +9.370376384e+01 +9.370376384e+01 +1.093703764e+03 +1.093703764e+03 -1.0492e+00 +4.8239e+00 +2.8151e+00
14 0 +6.228889357e+01 +6.228889357e+01 +1.062288894e+03 +1.062288894e+03 -3.2465e+00 +4.6040e+00 +1.4978e+00
42 0 +4.133216833e+01 +4.133216833e+01 +1.041332168e+03 +1.041332168e+03 -2.8550e+00 +1.4362e+00 +2.0566e+00
63 0 +2.575465633e+01 +2.575465633e+01 +1.025754656e+03 +1.025754656e+03 -3.6533e+00 +3.8455e+00 +1.4487e+00
110 0 +6.388158140e+00 +6.388158140e+00 +1.006388158e+03 +1.006388158e+03 -3.5765e+00 +2.5074e+00 +3.1434e+00
217 0 +5.104677194e+00 +5.104677194e+00 +1.005104677e+03 +1.005104677e+03 -3.5737e+00 +2.4940e+00 +3.1190e+00
261 0 +4.392031180e+00 +4.392031180e+00 +1.004392031e+03 +1.004392031e+03 -3.5738e+00 +2.4599e+00 +3.1077e+00
283 0 +3.632743677e+00 +3.632743677e+00 +1.003632744e+03 +1.003632744e+03 -3.5805e+00 +2.4538e+00 +3.1115e+00
316 0 +3.628115837e+00 +3.628115837e+00 +1.003628116e+03 +1.003628116e+03 -3.5846e+00 +2.4573e+00 +3.1015e+00
329 0 +3.491322759e+00 +3.491322759e+00 +1.003491323e+03 +1.003491323e+03 -3.5840e+00 +2.4643e+00 +3.1117e+00
332 0 +2.612823330e+00 +2.612823330e+00 +1.002612823e+03 +1.002612823e+03 -3.5965e+00 +2.4479e+00 +3.1113e+00
364 0 +2.262430178e+00 +2.262430178e+00 +1.002262430e+03 +1.002262430e+03 -3.6139e+00 +2.4514e+00 +3.1138e+00
427 0 +2.222545496e+00 +2.222545496e+00 +1.002222545e+03 +1.002222545e+03 -3.6151e+00 +2.4512e+00 +3.1123e+00
428 0 +2.182189851e+00 +2.182189851e+00 +1.002182190e+03 +1.002182190e+03 -3.6336e+00 +2.4514e+00 +3.1020e+00
467 0 +2.124668671e+00 +2.124668671e+00 +1.002124669e+03 +1.002124669e+03 -3.6341e+00 +2.4521e+00 +3.0986e+00
468 0 +2.087612366e+00 +2.087612366e+00 +1.002087612e+03 +1.002087612e+03 -3.6338e+00 +2.4513e+00 +3.0972e+00
472 0 +2.038841401e+00 +2.038841401e+00 +1.002038841e+03 +1.002038841e+03 -3.6295e+00 +2.4514e+00 +3.0967e+00
735 0 +1.992087490e+00 +1.992087490e+00 +1.001992087e+03 +1.001992087e+03 -3.6275e+00 +2.4457e+00 +3.0953e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (7.003000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +3.266285048e+01 +3.266285048e+01 +1.026928505e+02 +1.026928505e+02 -5.7838e-01 -2.7260e+00 -3.8952e+00
57 0 +3.015924144e+01 +3.015924144e+01 +1.001892414e+02 +1.001892414e+02 +5.7280e-01 -1.3738e+00 -4.4865e+00
61 0 +1.757210877e+01 +1.757210877e+01 +8.760210877e+01 +8.760210877e+01 -6.8808e-01 -2.7493e+00 -3.8547e+00
110 0 +1.725611386e+01 +1.725611386e+01 +8.728611386e+01 +8.728611386e+01 -7.7002e-01 -2.7522e+00 -3.7853e+00
117 0 +1.118070136e+01 +1.118070136e+01 +8.121070136e+01 +8.121070136e+01 -5.0655e-02 -2.7711e+00 -3.9570e+00
160 0 +7.934544246e+00 +7.934544246e+00 +7.796454425e+01 +7.796454425e+01 -2.9742e-02 -2.7649e+00 -3.8876e+00
219 0 +7.628976207e+00 +7.628976207e+00 +7.765897621e+01 +7.765897621e+01 -5.3943e-02 -2.7858e+00 -3.9183e+00
233 0 +7.261064494e+00 +7.261064494e+00 +7.729106449e+01 +7.729106449e+01 -7.7635e-02 -2.7921e+00 -3.9095e+00
264 0 +6.679012773e+00 +6.679012773e+00 +7.670901277e+01 +7.670901277e+01 -7.0380e-02 -2.7969e+00 -3.9046e+00
278 0 +6.123099362e+00 +6.123099362e+00 +7.615309936e+01 +7.615309936e+01 -7.7496e-02 -2.8333e+00 -3.9079e+00
313 0 +5.996089046e+00 +5.996089046e+00 +7.602608905e+01 +7.602608905e+01 -7.6808e-02 -2.8224e+00 -3.8920e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-4.822000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +2.312453198e+02 +2.312453198e+02 +1.830253198e+02 +1.830253198e+02 -6.2883e-01 +2.4859e-02 +7.0876e-01
3 0 +1.508681163e+02 +1.508681163e+02 +1.026481163e+02 +1.026481163e+02 -4.0959e+00 +1.5115e+00 +2.0110e+00
4 0 +1.104850695e+02 +1.104850695e+02 +6.226506955e+01 +6.226506955e+01 +1.1018e+00 -1.3838e+00 -2.2320e+00
8 0 +6.764512308e+01 +6.764512308e+01 +1.942512308e+01 +1.942512308e+01 -2.0692e+00 +2.3772e+00 -2.7819e+00
16 0 +3.524074752e+01 +3.524074752e+01 -1.297925248e+01 -1.297925248e+01 -1.3479e+00 -7.8271e-01 -3.6322e+00
51 0 +3.360657158e+01 +3.360657158e+01 -1.461342842e+01 -1.461342842e+01 -1.0210e+00 -1.5189e+00 -5.0000e+00
63 0 +3.009421248e+01 +3.009421248e+01 -1.812578752e+01 -1.812578752e+01 -5.6108e-01 -1.0915e+00 -4.8510e+00
68 0 +2.518197130e+01 +2.518197130e+01 -2.303802870e+01 -2.303802870e+01 -8.4347e-01 -3.6886e-01 -3.8194e+00
105 0 +1.596819405e+01 +1.596819405e+01 -3.225180595e+01 -3.225180595e+01 -3.2284e-01 -3.5118e-01 -3.7828e+00
155 0 +1.409752908e+01 +1.409752908e+01 -3.412247092e+01 -3.412247092e+01 -3.1809e-01 -2.9806e-01 -3.7714e+00
168 0 +1.253790098e+01 +1.253790098e+01 -3.568209902e+01 -3.568209902e+01 -3.1990e-01 -3.1804e-01 -3.8098e+00
183 0 +1.133869708e+01 +1.133869708e+01 -3.688130292e+01 -3.688130292e+01 -3.6395e-01 -3.1520e-01 -3.7746e+00
207 0 +1.084693564e+01 +1.084693564e+01 -3.737306436e+01 -3.737306436e+01 -3.5834e-01 -3.0513e-01 -3.7770e+00
243 0 +1.051995781e+01 +1.051995781e+01 -3.770004219e+01 -3.770004219e+01 -3.4847e-01 -3.2688e-01 -3.8750e+00
259 0 +1.017987443e+01 +1.017987443e+01 -3.804012557e+01 -3.804012557e+01 -3.5114e-01 -3.1526e-01 -3.8033e+00
418 0 +9.989650027e+00 +9.989650027e+00 -3.823034997e+01 -3.823034997e+01 -3.5007e-01 -3.2530e-01 -3.8410e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (2.547000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +4.180729744e+02 +4.180729744e+02 +4.435429744e+02 +4.435429744e+02 +2.9667e+00 -3.0709e+00 +3.2795e+00
3 0 +3.049432106e+01 +3.049432106e+01 +5.596432106e+01 +5.596432106e+01 -4.0543e+00 -1.5424e+00 +1.0912e+00
35 0 +2.196519872e+01 +2.196519872e+01 +4.743519872e+01 +4.743519872e+01 -3.9696e+00 -3.4986e+00 -5.1846e-01
57 0 +1.746375230e+01 +1.746375230e+01 +4.293375230e+01 +4.293375230e+01 -3.7591e+00 -2.5997e+00 -1.0857e+00
104 0 +1.726137383e+01 +1.726137383e+01 +4.273137383e+01 +4.273137383e+01 -2.8946e+00 -2.7075e+00 -1.4284e+00
110 0 +4.394166007e+00 +4.394166007e+00 +2.986416601e+01 +2.986416601e+01 -3.8272e+00 -1.8479e+00 -1.1071e+00
170 0 +3.740892965e+00 +3.740892965e+00 +2.921089296e+01 +2.921089296e+01 -3.7899e+00 -1.8477e+00 -1.1490e+00
209 0 +2.108196389e+00 +2.108196389e+00 +2.757819639e+01 +2.757819639e+01 -3.7953e+00 -1.9426e+00 -1.1718e+00
216 0 +1.240046698e+00 +1.240046698e+00 +2.671004670e+01 +2.671004670e+01 -3.7934e+00 -1.9312e+00 -1.1828e+00
226 0 +7.338533590e-01 +7.338533590e-01 +2.620385336e+01 +2.620385336e+01 -3.8097e+00 -1.9010e+00 -1.1889e+00
259 0 +6.450870798e-01 +6.450870798e-01 +2.611508708e+01 +2.611508708e+01 -3.8084e+00 -1.8871e+00 -1.1892e+00
265 0 +1.748787278e-02 +1.748787278e-02 +2.548748787e+01 +2.548748787e+01 -3.7843e+00 -1.9136e+00 -1.1689e+00
341 0 +8.882889146e-03 +8.882889146e-03 +2.547888289e+01 +2.547888289e+01 -3.7868e+00 -1.9089e+00 -1.1693e+00
400 0 +8.491287502e-03 +8.491287502e-03 +2.547849129e+01 +2.547849129e+01 -3.7871e+00 -1.9095e+00 -1.1680e+00
417 0 +7.430235099e-03 +7.430235099e-03 +2.547743024e+01 +2.547743024e+01 -3.7865e+00 -1.9095e+00 -1.1687e+00
426 0 +6.991497725e-03 +6.991497725e-03 +2.547699150e+01 +2.547699150e+01 -3.7863e+00 -1.9092e+00 -1.1681e+00
429 0 +6.848080326e-03 +6.848080326e-03 +2.547684808e+01 +2.547684808e+01 -3.7850e+00 -1.9088e+00 -1.1680e+00
434 0 +5.580933858e-03 +5.580933858e-03 +2.547558093e+01 +2.547558093e+01 -3.7860e+00 -1.9096e+00 -1.1676e+00
467 0 +5.105059611e-03 +5.105059611e-03 +2.547510506e+01 +2.547510506e+01 -3.7859e+00 -1.9096e+00 -1.1676e+00
468 0 +4.660507880e-03 +4.660507880e-03 +2.547466051e+01 +2.547466051e+01 -3.7866e+00 -1.9096e+00 -1.1663e+00
470 0 +3.904084458e-03 +3.904084458e-03 +2.547390408e+01 +2.547390408e+01 -3.7859e+00 -1.9096e+00 -1.1669e+00
482 0 +3.386387590e-03 +3.386387590e-03 +2.547338639e+01 +2.547338639e+01 -3.7855e+00 -1.9095e+00 -1.1662e+00
522 0 +3.162881918e-03 +3.162881918e-03 +2.547316288e+01 +2.547316288e+01 -3.7856e+00 -1.9095e+00 -1.1660e+00
524 0 +2.828700948e-03 +2.828700948e-03 +2.547282870e+01 +2.547282870e+01 -3.7856e+00 -1.9098e+00 -1.1662e+00
529 0 +1.814411445e-03 +1.814411445e-03 +2.547181441e+01 +2.547181441e+01 -3.7853e+00 -1.9116e+00 -1.1661e+00
562 0 +1.369968069e-03 +1.369968069e-03 +2.547136997e+01 +2.547136997e+01 -3.7854e+00 -1.9114e+00 -1.1658e+00
571 0 +1.215746202e-03 +1.215746202e-03 +2.547121575e+01 +2.547121575e+01 -3.7854e+00 -1.9114e+00 -1.1657e+00
580 0 +1.012633286e-03 +1.012633286e-03 +2.547101263e+01 +2.547101263e+01 -3.7855e+00 -1.9112e+00 -1.1656e+00
595 0 +6.723766836e-04 +6.723766836e-04 +2.547067238e+01 +2.547067238e+01 -3.7854e+00 -1.9116e+00 -1.1649e+00
625 0 +6.573898156e-04 +6.573898156e-04 +2.547065739e+01 +2.547065739e+01 -3.7855e+00 -1.9115e+00 -1.1649e+00
626 0 +5.896960561e-04 +5.896960561e-04 +2.547058970e+01 +2.547058970e+01 -3.7855e+00 -1.9115e+00 -1.1647e+00
629 0 +4.319065709e-04 +4.319065709e-04 +2.547043191e+01 +2.547043191e+01 -3.7854e+00 -1.9115e+00 -1.1645e+00
638 0 +4.032967141e-04 +4.032967141e-04 +2.547040330e+01 +2.547040330e+01 -3.7854e+00 -1.9116e+00 -1.1644e+00
677 0 +3.926693043e-04 +3.926693043e-04 +2.547039267e+01 +2.547039267e+01 -3.7855e+00 -1.9116e+00 -1.1642e+00
691 0 +3.240827901e-04 +3.240827901e-04 +2.547032408e+01 +2.547032408e+01 -3.7854e+00 -1.9116e+00 -1.1644e+00
724 0 +2.614708764e-04 +2.614708764e-04 +2.547026147e+01 +2.547026147e+01 -3.7853e+00 -1.9116e+00 -1.1642e+00
729 0 +2.182134617e-04 +2.182134617e-04 +2.547021821e+01 +2.547021821e+01 -3.7853e+00 -1.9116e+00 -1.1642e+00
735 0 +1.878536586e-04 +1.878536586e-04 +2.547018785e+01 +2.547018785e+01 -3.7853e+00 -1.9117e+00 -1.1642e+00
765 0 +1.856297932e-04 +1.856297932e-04 +2.547018563e+01 +2.547018563e+01 -3.7852e+00 -1.9116e+00 -1.1642e+00
779 0 +1.591954558e-04 +1.591954558e-04 +2.547015920e+01 +2.547015920e+01 -3.7852e+00 -1.9116e+00 -1.1641e+00
788 0 +1.529442480e-04 +1.529442480e-04 +2.547015294e+01 +2.547015294e+01 -3.7852e+00 -1.9116e+00 -1.1641e+00
823 0 +1.467817590e-04 +1.467817590e-04 +2.547014678e+01 +2.547014678e+01 -3.7852e+00 -1.9116e+00 -1.1642e+00
824 0 +1.353446336e-04 +1.353446336e-04 +2.547013534e+01 +2.547013534e+01 -3.7852e+00 -1.9117e+00 -1.1641e+00
831 0 +1.287865999e-04 +1.287865999e-04 +2.547012879e+01 +2.547012879e+01 -3.7852e+00 -1.9117e+00 -1.1641e+00
836 0 +1.131038783e-04 +1.131038783e-04 +2.547011310e+01 +2.547011310e+01 -3.7851e+00 -1.9117e+00 -1.1641e+00
879 0 +1.078126995e-04 +1.078126995e-04 +2.547010781e+01 +2.547010781e+01 -3.7851e+00 -1.9117e+00 -1.1641e+00
888 0 +1.066950345e-04 +1.066950345e-04 +2.547010670e+01 +2.547010670e+01 -3.7851e+00 -1.9117e+00 -1.1641e+00
890 0 +1.040552914e-04 +1.040552914e-04 +2.547010406e+01 +2.547010406e+01 -3.7851e+00 -1.9117e+00 -1.1641e+00
893 0 +7.482369489e-05 +7.482369489e-05 +2.547007482e+01 +2.547007482e+01 -3.7851e+00 -1.9117e+00 -1.1641e+00
