ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
422.0	57.333333333333336	8.0	60.0	38.4	100	0	0	76	8	81	51	36	8	36	24	0	0	2.2205748558044434	30	2.2205748558044434	30	0.0	
364.70588235294116	42.96666666666667	8.0	55.05882352941177	35.11764705882353	100	1	14	76	8.0	81.0	51.0	31	8.0	36.0	24.0	0	0	1.1962251663208008	60	3.416800022125244	46	23.33333333333333	
226.92307692307693	41.233333333333334	8.0	52.5	33.34615384615385	100	2	19	76	8.0	81.0	51.0	25	8.0	36.0	24.0	0	0	1.3308000564575195	90	4.747600078582764	59	34.44444444444444	
300.0	43.733333333333334	8.0	51.9	33.0	100	3	20	76	8	81	51	28	8	36	24	0	0	1.7625911235809326	120	6.510191202163696	75	37.5	
372.41379310344826	45.13333333333333	8.0	52.44827586206897	33.310344827586206	100	4	22	76	8.0	81.0	51.0	32	8.0	36.0	24.0	0	0	1.660132646560669	150	8.170323848724365	87	42.00000000000001	
186.66666666666666	44.63333333333333	8.0	51.9	33.0	100	5	22	76	8	81	51	36	8	36	24	0	0	1.305455207824707	180	9.475779056549072	92	48.88888888888889	
173.33333333333334	44.233333333333334	8.0	50.833333333333336	32.4	100	6	22	76	8	81	51	36	8	36	24	0	0	1.142369031906128	210	10.6181480884552	101	51.904761904761905	
206.66666666666666	45.233333333333334	8.0	48.7	31.2	100	7	23	76	8	81	51	34	8	36	24	0	0	1.1890389919281006	240	11.8071870803833	114	52.5	
196.55172413793105	45.93333333333333	8.0	48.03448275862069	30.82758620689655	100	8	25	76	8.0	81.0	51.0	28	8.0	36.0	24.0	0	0	1.0223908424377441	270	12.829577922821045	121	55.18518518518519	
246.66666666666666	47.733333333333334	8.0	47.1	30.3	100	9	25	76	8	81	51	38	8	36	24	0	0	1.2693591117858887	300	14.098937034606934	128	57.33333333333333	
136.66666666666666	47.166666666666664	8.0	46.46666666666667	30.0	100	10	25	76	8	81	51	36	8	36	24	0	0	0.9042811393737793	330	15.003218173980713	138	58.18181818181819	
150.0	48.166666666666664	8.0	47.63333333333333	30.6	100	11	25	76	8	81	51	39	8	36	24	0	0	0.8791978359222412	360	15.882416009902954	148	58.88888888888889	
160.0	48.5	8.0	49.766666666666666	31.8	100	12	25	76	8	81	51	43	8	36	24	0	0	1.0789341926574707	390	16.961350202560425	157	59.743589743589745	
153.66666666666666	48.6	8.0	50.733333333333334	32.4	100	13	25	76	8	81	51	43	8	36	24	0	0	1.0017499923706055	420	17.96310019493103	169	59.76190476190476	
103.33333333333333	47.766666666666666	8.0	50.833333333333336	32.4	100	14	26	76	8	81	51	43	8	36	24	0	0	0.5383460521697998	450	18.50144624710083	172	61.77777777777778	
330.0	47.96666666666667	8.0	51.8	33.0	100	15	26	76	8	81	51	41	8	36	24	0	0	1.6969537734985352	480	20.198400020599365	178	62.916666666666664	
250.0	48.266666666666666	8.0	51.36666666666667	32.7	100	16	26	76	8	81	51	41	8	36	24	0	0	1.2563800811767578	510	21.454780101776123	183	64.11764705882354	
150.0	48.13333333333333	8.0	51.36666666666667	32.7	100	17	26	76	8	81	51	42	8	36	24	0	0	1.0742590427398682	540	22.52903914451599	187	65.37037037037038	
100.0	48.36666666666667	8.0	51.9	33.0	100	18	26	76	8	81	51	42	8	36	24	0	0	0.7236847877502441	570	23.252723932266235	190	66.66666666666667	
253.33333333333334	48.233333333333334	8.0	51.9	33.0	100	19	27	76	8	81	51	42	8	36	24	0	0	0.9602890014648438	600	24.21301293373108	197	67.16666666666667	
126.66666666666667	48.733333333333334	8.0	51.9	33.0	100	20	28	76	8	81	51	43	8	36	24	0	0	0.5606122016906738	630	24.773625135421753	199	68.41269841269842	
100.0	48.36666666666667	8.0	52.43333333333333	33.3	100	21	28	76	8	81	51	43	8	36	24	0	0	0.7275891304016113	660	25.501214265823364	202	69.3939393939394	
334.48275862068965	47.8	8.0	52.89655172413793	33.62068965517241	100	22	30	76	8.0	81.0	51.0	43	8.0	36.0	24.0	0	0	1.3634498119354248	690	26.86466407775879	208	69.85507246376811	
364.2857142857143	46.7	8.0	53.035714285714285	33.642857142857146	100	23	33	76	8.0	81.0	51.0	37	8.0	52.0	33.0	0	0	1.702301025390625	720	28.566965103149414	211	70.69444444444444	
333.3333333333333	44.93333333333333	8.0	52.96666666666667	33.6	100	24	33	76	8	81	51	36	8	52	33	0	0	1.8194470405578613	750	30.386412143707275	218	70.93333333333334	
320.6896551724138	43.733333333333334	8.0	52.44827586206897	33.310344827586206	100	25	35	76	8.0	81.0	51.0	35	8.0	36.0	24.0	0	0	1.3436839580535889	780	31.730096101760864	222	71.53846153846155	
135.71428571428572	43.06666666666667	8.0	50.75	32.357142857142854	100	26	38	76	8.0	81.0	51.0	29	8.0	36.0	24.0	0	0	0.7818801403045654	810	32.51197624206543	229	71.72839506172839	
306.6666666666667	43.86666666666667	8.0	50.3	32.1	100	27	38	76	8	81	51	29	8	36	24	0	0	1.7231087684631348	840	34.235085010528564	238	71.66666666666667	
163.33333333333334	44.36666666666667	8.0	51.9	33.0	100	28	38	76	8	81	51	36	8	36	24	0	0	1.2415859699249268	870	35.47667098045349	243	72.06896551724138	
330.0	44.1	8.0	51.9	33.0	100	29	38	76	8	81	51	33	8	36	24	0	0	1.6890852451324463	900	37.16575622558594	246	72.66666666666667	
